name	BEDS Code	Enrollment	District	County
Tri-Valley Elementary School	591201040002	615	Tri-Valley Central School District	SULLIVAN
Tri-Valley Secondary School	591201040003	566	Tri-Valley Central School District	SULLIVAN
Cornelius Duggan School	591401060001	222	Monticello Central School District	SULLIVAN
Liberty High School	590901060006	527	Liberty Central School District	SULLIVAN
Tri-Valley High School	591201040003	399	Tri-Valley Central School District	SULLIVAN
Tri-Valley Middle School	591201040004	363	Tri-Valley Central School District	SULLIVAN
Candor Elementary School	600301040003	427	Candor Central School District	TIOGA
Candor Junior-Senior High School	600301040002	388	Candor Central School District	TIOGA
Nathan T Hall School	600402040003	349	Newark Valley Central School District	TIOGA
Newark Valley Middle School	600402040001	387	Newark Valley Central School District	TIOGA
Newark Valley Senior High School	600402040004	505	Newark Valley Central School District	TIOGA
Apalachin Elementary School	600601060001	421	Owego-Apalachin Central School District	TIOGA
Owego Elementary School	600601060002	502	Owego-Apalachin Central School District	TIOGA
Owego Free Academy	600601060007	681	Owego-Apalachin Central School District	TIOGA
Owego-Apalachin Middle School	600601060006	534	Owego-Apalachin Central School District	TIOGA
Spencer-Van Etten Elementary School	600801040003	394	Spencer-Van Etten Central School District	TIOGA
Spencer-Van Etten High School	600801040002	351	Spencer-Van Etten Central School District	TIOGA
Spencer-Van Etten Middle School	600801040001	274	Spencer-Van Etten Central School District	TIOGA
Tioga Elementary School	600903040002	128	Tioga Central School District	TIOGA
Tioga Elementary School	600903040003	290	Tioga Central School District	TIOGA
Tioga Middle School	600903040004	335	Tioga Central School District	TIOGA
Tioga Senior High School	600903040001	310	Tioga Central School District	TIOGA
Chemung Elementary School	600101060001	143	Waverly Central School District	TIOGA
Elm Street Elementary School	600101060002	471	Waverly Central School District	TIOGA
Lincoln Street Elementary School	600101060004	319	Waverly Central School District	TIOGA
Waverly High School	600101060006	523	Waverly Central School District	TIOGA
Waverly Middle School	600101060005	237	Waverly Central School District	TIOGA
Nichols Elementary School	600903040002	98	Tioga Central School District	TIOGA
New Roots Charter School	610600860944	115		TOMPKINS
Cassavant Elementary School	610301060006	93	Dryden Central School District	TOMPKINS
Dryden Elementary School	610301060001	617	Dryden Central School District	TOMPKINS
Dryden High School	610301060003	586	Dryden Central School District	TOMPKINS
Dryden Middle School	610301060008	372	Dryden Central School District	TOMPKINS
Freeville Elementary School	610301060007	97	Dryden Central School District	TOMPKINS
George Junior Republic School	610327020002	195	George Junior Republic Union Free School District	TOMPKINS
Groton Elementary School	610501040002	454	Groton Central School District	TOMPKINS
Groton High School	610501040001	331	Groton Central School District	TOMPKINS
Groton Middle School	610501040003	201	Groton Central School District	TOMPKINS
Belle Sherman School	610600010001	374	Ithaca City School District	TOMPKINS
Beverly J Martin Elementary School	610600010004	330	Ithaca City School District	TOMPKINS
Boynton Middle School	610600010014	561	Ithaca City School District	TOMPKINS
Caroline Elementary School	610600010002	293	Ithaca City School District	TOMPKINS
Cayuga Heights Elementary School	610600010003	351	Ithaca City School District	TOMPKINS
Dewitt Middle School	610600010015	483	Ithaca City School District	TOMPKINS
Enfield School	610600010007	254	Ithaca City School District	TOMPKINS
Fall Creek Elementary School	610600010008	225	Ithaca City School District	TOMPKINS
Ithaca Senior High School	610600010017	1367	Ithaca City School District	TOMPKINS
Lehman Alternative Community School	610600010019	295	Ithaca City School District	TOMPKINS
Northeast School	610600010011	369	Ithaca City School District	TOMPKINS
South Hill School	610600010012	315	Ithaca City School District	TOMPKINS
Lansing High School	610801040002	384	Lansing Central School District	TOMPKINS
Lansing Middle School	610801040003	363	Lansing Central School District	TOMPKINS
Raymond C Buckley Elementary School	610801040001	420	Lansing Central School District	TOMPKINS
Newfield Elementary School	610901040002	406	Newfield Central School District	TOMPKINS
Newfield Middle School	610901040004	196	Newfield Central School District	TOMPKINS
Newfield Senior High School	610901040003	288	Newfield Central School District	TOMPKINS
Charles O Dickerson High School	611001040002	425	Trumansburg Central School District	TOMPKINS
Russell I Doig Middle School	611001040001	326	Trumansburg Central School District	TOMPKINS
Trumansburg Elementary School	611001040003	440	Trumansburg Central School District	TOMPKINS
Ellenville Elementary School	622002060002	704	Ellenville Central School District	ULSTER
Ellenville High School	622002060004	522	Ellenville Central School District	ULSTER
Ellenville Middle School	622002060005	539	Ellenville Central School District	ULSTER
Highland Elementary School	620803040001	806	Highland Central School District	ULSTER
Highland High School	620803040002	596	Highland Central School District	ULSTER
Highland Middle School	620803040003	450	Highland Central School District	ULSTER
Anna Devine School	620600010009	230	Kingston City School District	ULSTER
Chambers School	620600010011	373	Kingston City School District	ULSTER
E R Crosby Elementary School	620600010015	322	Kingston City School District	ULSTER
Ernest C Myer School	620600010013	221	Kingston City School District	ULSTER
Frank L Meagher School	620600010016	228	Kingston City School District	ULSTER
George Washington School	620600010012	438	Kingston City School District	ULSTER
Harry L Edson School	620600010024	443	Kingston City School District	ULSTER
J Watson Bailey Middle School	620600010020	780	Kingston City School District	ULSTER
John F Kennedy School	620600010014	203	Kingston City School District	ULSTER
Kingston High School	620600010022	2279	Kingston City School District	ULSTER
M Clifford Miller Middle School	620600010025	706	Kingston City School District	ULSTER
Robert R Graves School	620600010017	327	Kingston City School District	ULSTER
Sophie Finn School	620600010002	260	Kingston City School District	ULSTER
Zena Elementary School	620600010026	172	Kingston City School District	ULSTER
Marlboro Central High School	621001060005	713	Marlboro Central School District	ULSTER
Marlboro Elementary School	621001060001	194	Marlboro Central School District	ULSTER
Marlboro Elementary School	621001060006	436	Marlboro Central School District	ULSTER
Marlboro Middle School	621001060004	483	Marlboro Central School District	ULSTER
Middle Hope Elementary School	621001060002	115	Marlboro Central School District	ULSTER
Milton Elementary School	621001060003	119	Marlboro Central School District	ULSTER
Duzine School	621101060001	474	New Paltz Central School District	ULSTER
Lenape Elementary School	621101060002	498	New Paltz Central School District	ULSTER
New Paltz Middle School	621101060004	532	New Paltz Central School District	ULSTER
New Paltz Senior High School	621101060005	741	New Paltz Central School District	ULSTER
Onteora High School	621201060005	587	Onteora Central School District	ULSTER
Onteora Middle School	621201060006	237	Onteora Central School District	ULSTER
Phoenicia Elementary School	621201060002	208	Onteora Central School District	ULSTER
Reginald Bennett Elementary School	621201060001	240	Onteora Central School District	ULSTER
Woodstock Elementary School	621201060004	261	Onteora Central School District	ULSTER
Kerhonkson Elementary School	620901060003	297	Rondout Valley Central School District	ULSTER
Marbletown Elementary School	620901060002	271	Rondout Valley Central School District	ULSTER
Rondout Valley High School	620901060001	802	Rondout Valley Central School District	ULSTER
Rondout Valley Middle School	620901060006	639	Rondout Valley Central School District	ULSTER
Rosendale Elementary School	620901060005	214	Rondout Valley Central School District	ULSTER
Cahill School	621601060003	355	Saugerties Central School District	ULSTER
Morse School	621601060002	376	Saugerties Central School District	ULSTER
Mount Marion Elementary School	621601060004	354	Saugerties Central School District	ULSTER
Riccardi Elementary School	621601060001	380	Saugerties Central School District	ULSTER
Saugerties Junior High School	621601060005	493	Saugerties Central School District	ULSTER
Saugerties Senior High School	621601060007	1020	Saugerties Central School District	ULSTER
John G Borden Middle School	621801060006	557	Wallkill Central School District	ULSTER
Leptondale Elementary School	621801060001	569	Wallkill Central School District	ULSTER
Ostrander Elementary School	621801060003	555	Wallkill Central School District	ULSTER
Plattekill Elementary School	621801060004	527	Wallkill Central School District	ULSTER
Wallkill Senior High School	621801060005	1227	Wallkill Central School District	ULSTER
West Park School	620202020001	35	West Park Union Free School District	ULSTER
Marlboro Intermediate School	621001060006	458	Marlboro Central School District	ULSTER
Ostrander Elementary School	621801060003	601	Wallkill Central School District	ULSTER
Bolton Central School	630101040001	236	Bolton Central School District	WARREN
Big Cross Street School	630300010001	231	Glens Falls City School District	WARREN
Glens Falls Middle School	630300010006	476	Glens Falls City School District	WARREN
Glens Falls Senior High School	630300010007	815	Glens Falls City School District	WARREN
Jackson Heights School	630300010003	182	Glens Falls City School District	WARREN
Kensington Road School	630300010004	194	Glens Falls City School District	WARREN
